sentence1,sentence2,label
为什么我没开放微粒贷,为什么我的微粒贷还没开放？,1
我想问问，提前还清借款还能再贷出来钱吗？,今年还可以贷吗,0
为什么我借钱老是提示我身份输入错误次数过多'无法借款,为什么我最后确认借钱那里总是显示我输入错误次数太多借款失败？,1
哪里能找到微粒贷,优惠券怎么获取,0
平安银行,中國銀行,1
我总共借款三笔，还款日期是什么时间,为什么我借款日期是12月21日，首个还款日是2月20日,1
QQ有,借款需要具备什么条件？,0
怎么还款,可以使用两个银行卡还款嘛,0
借钱的时候显示不符合微众银行审批要求,为什么我的显示未满足微众银行要求？,1
我想问我申请了四五个小时了也没有收到回电  是骗子吗？,额度扣款成功 银行未到账,0
为什么小米手机用不了,我手机无显示微粒贷的符号,1
我的手机号码绑定不对,为什么我更改了手机号码，系统还是显示老号码？,0
2日怎么没有扣款,你好   为什么没有扣款呢,1
您好，我提前还款可以吗,可以随时提前还清所以借款吗？,1
我为什么在微利贷借不出了呢,我为什么借不出去钱,1
咋个我没有微粒贷,受到邀请却没有看到有微粒贷图标,1
一天不来电话核实，是不是预示着申请失败,为什么不对我开通,0
不好意思，刚手机没信号,不好意思手机刚刚没听到,1
安全,身份信息补充不了,0
微信提前还款能用别的银行卡还吗？,可以用其他银行卡结清还款吗？,1
我怎么添加其他银行卡？,可以把钱转到其他银行卡吗,0
一万十天息多少？,两天多了我多少息？,1
取消微迷贷,QQ里微粒贷可以关闭吗,1
什么时候可以向微粒袋借钱,什么时候就可以贷钱了,1
你们有客服热线吗？,'客服电话号码是多少谢谢,1
不在变更以前绑定得卡了，怎么取消更改,不换卡就是卡号有变,1
为什么我的借款未通过,为什么到最后出现借款失败,1
下载了登录了还是用不了,下载好了怎么还不能用,1
15过了怎么没有到帐,15分钟过了，怎么还没到,1
一直显示银行电话确认，怎么搞的,为什么审核,0
忙了 没接到电话,电话核实没接到，什么时候再打电话,1
我财付通用的蛮好为什么没有微粒贷,为啥我没有微粒贷了？,1
在哪里更改财付通,好何在财付通绑,0
怎么我有微粒贷，却没额度,那里贷款,0
入口不见了,我有微粒贷入口，但是又显示说不符合微粒贷,0
以前的卡掉了重新邦定一张卡怎样邦？,怎么换邦定的卡,1
刚收到银行自动还款扣款短信，但是没收到微粒贷还款成功的短信？,客服热线,0
需要存满一年才可以取出吗？,和周未的区别,0
贷款期限,请问借款按日计算对吧,0
绑卡,如何变更绑定卡,0
下一次要什么时候有得借,一天可以借几次,0
多久可提升,额度需要多久才可以提升,1
如果借钱了，设置的是5个月还款，那么我可以一次性全部还掉所有钱吗,如果借一万提前还款5000可以吗？,1
利息多少,利息是多少,1
还清了可以从新申请吗,一次性还清借款，会有违约金吗,0
微粒袋如何还款,微粒货了还可以再货吗,0
你好，刚才没有接到贵公司来电,你们公司打电话来我没接到,0
麻烦把我的微米关了,能帮我关闭微粒贷吗？,1
不可以申请借款是不是,、为什么我还款后额度不恢复啊,0
身份信息输入错误导致无法借款,为什么会提示因输入身份信息错误次数过多不能借款,1
不要借了,一般等多久会有电话通知？,0
我补卡了，钱冲进去了，你扣了吗？,还了一笔借款，但没法在贷了,0
扣款啊,款已还清，需要开一个还清证明,0
17:00分了为什么它没有去扣款,上午扣款没扣成,0
为什么邀请我开通了微粒贷，我会没有额度,为什么我被选中却没有额度,1
为什么建行的卡转入失败,邀请好友怎么不成功,0
怎么开不了,开户开不了，垃圾,1
31号还款可以吗？,9月26号还款多少,0
开通还欠缺哪些条件,开通微粒贷的条件,1
为何我未满足审批要求,受邀客户未满足微众银行审批要求,1
14000分十月还款一共要多少息,分期还款方式,0
在吗？我想问下为什么我没有微粒贷？我这qq都用了10多年了，比我级别高的都有微粒贷,借款10几分钟了，还没确认电话通知,0
为什么今早开始一直还款失败？卡里余额够的,上次建行还款就失败，怎样通过其他行还款?,0
热线电话,你电话多少,1
我持有齐鲁稳固21是6000元明天到期，怎么微众发的短信和微信提示我是3000元到期，不对呀！,请问假如我投资五万，齐鲁稳固，21天应该收益多少？,1
10000块每天利息是多少,如果我借款4万，每月还本金多少？利息多少？,0
18000日息多少一天,23000元日利息多少钱,1
我微信密码有其他人知道我现在又不想借钱怎么取消借款,怎么退,1
为什么总会在支付密码和输入验证码来回循环,以前手机号码已经丢失验证码收不到怎么办,0
你好，刚在忙没接到电话,怎么没有审核电话打来呢？,1
为什么微众转入不了,他行转账,0
一直是输入验证码,收不到验证码。借不了款,0
今天不好还款吗,现在不能部分还款吗,1
之前的推送怎么都没有了，说好的红包呢,为什么不能刷信用卡？要充值才能刷很不方便，也很傻啊！建议改进！,0
不知道，什么时候会邀请我,1'何时会邀请我使用微粒贷，是朋友邀请我关注,1
下载了APP但是进不了微粒代,下载就能开通了？,0
取消算了，,我要关闭微粒贷功能怎么关闭,1
借款后多久接到电话,怎么申请借款后没有打电话过来呢！,0
为何提示不成功,为什么上次借款失败,0
人工客服 有人吗 换卡 我绑定的银行卡丢失了，换一张卡行不行 你好,我的换卡扣款，还没换好啊！,0
可以取出来用吗？,借到的钱可以取现？,1
我换手机号,怎么更改号码,1
1看不到微粒贷图标,微粒货为什么有的微信号没有,1
1000元钱要多少利息？,1万的利息怎么算分5个月,1
为何没人员联系？,刚才错过电话确认,1
QQ上有微粒贷额度，为什么微信上没有呢,微信微粒贷跟qq有关系么,1
10个月一共还多少,如何查看，还有多少款没还,0
邮政储蓄银行转入微众限额,转出额度,0
主动提前还清借款,下个星期我想提前还款,1
微贷怎么用,贷款方式,0
官方电话是多少？,邮政的电话号码多少？,0
为什么会出现综合评估未通过,为什么我的综合评分未通过,1
还款可以退迟几天，什么时候算逾期,申请延期至20日还款,0
现在不能提前还款了吗,现在不能还钱吗。,1
一直短信提示借款失败,为什么我的微粒贷申请不成功？,1
我说什么时候可以贷款,什么时候可以借款呢？,1
为什么零钱不能还款呀,请问怎么现在不能还款呢？,1
我的手机没有微粒贷,我手机无显示微粒贷的符号,1
人呢,你好，我卡内余额充足但扣款失败了，现在怎样还款,0
我什么时候可以开通微粒贷,都兩年了…什麼時候可以全面開通,1
更改电话号码,电话可以更换吗,1
微信里面搜索不到啊,我微信流水不会低，为什么我找不到微粒贷开通口,1
想问下我原来有微粒贷怎么不见了？,我QQ上微粒贷怎么不见了,1
未满足微众银行要求,审批资格,1
提前還清后可以繼續借款嗎,我现在把微粒贷的全部还清，还可以继续用微粒贷吗，是不是马上就可以用了,1
延迟,我那个逾期了原来的建行不能自动扣除,0
不能转帐提现吗,可以支付宝取现吗？,0
如何关闭微粒袋,我想关闭这个功能,1
为何申请好长时间都没接到银行电弧,后期要多久,0
苹果手机不行吗,没,0
麻烦帮我降低额度,如何能降低微粒贷的额度？,1
为何我通不过呀,为什么申请不通过,0
支持的银行卡,支持的银行有哪些,1
1.怎么计算,10000元利息一月多钱,0
你好 ，我想问下您 我怎么没有微粒贷？,微粒贷申请不了呢？,0
如何关闭微粒贷,如果取消贷款怎么操作,1
为什么我不可以使用,微粒贷有图标怎么没额度？,0
从新开通微粒贷,微粒贷还款以后还能再使用吗？,0
亲帮我开通,授权开通微粒贷,1
~请取消 今天 我的借款申请！！,不想借了，怎么退,1
能贷款不？,徽粒贷怎么使用不了,0
10000借三天，总利息是163？,100万使用10天如何计息,0
我选择提前还清 还可以在借款吗,提前还款不利于提高额度么,0
如何捉升额度,如何揭升额度,1
我电话号码变更了怎么操作？,换手机也是一个,1
为什么这次说我评估不过关呢。,综合评分不足是为什么？,1
今天打电话给 我我都没听到，现在能打过来吗,如何再次电话审核,1
银行卡可以用别人的银行卡么？,换绑定银行卡可以提高借款额度吗,0
评估规则,个人信用情况怎么评估？,1
为什么我卡上有钱老是发信息还款失败呢,卡上有足够的余额，为什么还款失败,1
为什么现实综合评估未通啊,为何突然评估不过,1
借款不能用于什么,你好，微粒贷可以用于还信用卡吗？,1
为什么还不扣款,17点以过，没扣款呢？,1
你们打电话，我没接到,没接到电话什么时候在来电话,1
提前还款不让借,提前还款  还完能重新借吗,1
不科学啊 为什么我没有微粒贷额度,不是受邀客 要怎么申请 我没开放微粒贷,0
何时邀请我,上个礼拜我收到可以在微粒贷借款的信息，可现在为什么不能借,0
没接到电话，什么时候才会回电,刚刚电话占线，没有接到电话,1
可钱包没这功能,微信用了这些年不知道有这功能,1
自动还款失败,扣款失败,1
一万十天息多少？,10000元分摊10个月息钱是多少？,1
提现,借款可以提现的吗,1
为什么我没通过审批？,不符合要求咋办,0
微信显示我可以借钱，但总是失败,我不是可以贷一千五吗我怎么申请失败,1
不满足微粒贷要求,不符合审批要求怎么解决,0
现金贷,借钱了，可以立马到银行卡上面吗？,0
绑定的银行卡不见了怎么办,你好 我在绑定银行卡的预留电话号码早已变更过了 ，可是最后的验证码还是显示发送到我原先的手机号上了，我原先号码已经不用，请问该怎么办？,0
江门台山店能用吗,怎么充钱了看不到余额,0
为何申请了直接又返回首页了呢,返回主页,1
能不能申请推迟一天还款？,三天的延期,0
15分钟过后钱没有怎么办,借款一般什么情况下到,0
我什么时候可以开始借钱？,一个月可以借几次,0
什么时候可以拥有你们贷款特权,我什么时候可以开通微立贷？,0
现在显示无法查看额度，那怎么能尽快有额度,怎么开通不了？,0
21号的还款日，为什么扣款失败，显示余额不足,微粒贷提前还款了不能用了是怎么回事,1
你好:现在我的额度可以提额度吗？,刚开始金额最后没有了,0
可以在微信钱包一次还清吗,你们能当月从我卡里直接扣款 那么以后还清是不是还能继续扣呢？,0
我这号什么时候才可以邀请到,开通了却没额度,0
一般银行多久确认？,一般等待电话确认需要多长时间呀,1
你好，借款申请还没核实可以撤销吗？,能不能取消借款,1
微粒贷被锁，提示当前无法借款,在威里贷页面。有一把锁。说我不可以贷款,1
借钱时间段,余额到账,0
借钱成功后，可否申请每个月还钱日期,多会能提额,0
以前的那个银行卡折断了换卡了可以还款吗？,我还款的银行卡注销了,1
我想更换农行卡的，不支持，我换了工商卡，可以了，/呲牙,微信上的微粒贷也可以从绑定银行卡嘛,0
审核电话没接到,我电话错过了,1
信号不好，麻烦再打一次,为什么从昨天开始没有人联系我,0
提前还款时候还用利息,由于存款较晚，何时扣除应交费用,0
电话更改了,换手机,1
等多长时间银行才能审核完,什么时候通过审核？,1
你不是说过10分钟邀请我的吗？,你们邀请我又不给我开通微粒贷。什么意思,0
晚三天还款会罚息多少？,逾期16天是多少息,1
余额不足，还款失败,【微众银行】还款失败通知：您好，由于您农业银行(1773)余额不足，您在手机微信申请的微粒贷还款失败。请确保今日（05月13日）17:00之前还款卡内余额充足，我们将于今日再次扣款。,1
未能通过审核是什么意思,为什么我的未通过银行的审核要求,0
还款借记卡更换怎么换不了！,更换还款银行，如何修改,1
上月己更改尾号0471的银行卡还款，卡里有钱，为什么会还款失败。,不能一次还款吗,0
现在不能部分还款吗,现在不能转账，我应该如何还款,0
为什么我的显示未满足微众银行要求？,显示我未满足微众银行审批是什么情况,1
身份证输错怎么办,为什么老显示身份证信息不对啊,0
……我想问下多久能到,2016微粒贷什么时候开通,0
可是我手机上看不到微粒贷,不好意思，手机刚给挂断了,0
不能用钱包零钱还款吗,你好，我微信里面有钱了，，不可以微信里面扣吗？,1
如果提前还清借款，那分期就自动取消了是吧,提前还款还收利息吗,0
我可不可以贷款啊,怎样才能贷到款,1
一个半小时没有审核电话打,一笔贷款还清，何时会恢复,0
为啥扣款不成功，余额够,凌晨扣款失败，17点并没有再次扣款,0
我想开通微粒贷,回主菜单,0
为什么申请借款后等待银行电话迟迟不来,为什么申请贷款后银行一直不来电话？,1
手机怎么借不到,我手机号换了,0
亲还清以后有结清证明吗？我需要相关手续,可以给我打个结清报告吗,1
你好！为什么我申请贷款却收不到验证码？,你好，我刚才提起一笔借款，填好资料同验证码，之后就没了反应的,0
一般申请了多久来电话,多久才来电话确认,1
借款是否可以取现？,能不能取现,1
取消微粒贷如何办理,关闭 如何关闭,1
还是登陆不了。错误码3101,怎么现在微信登陆不了？,1
进不了微粒贷,要怎样审请代款？,0
免息如何得到,不是说有种免息的优惠卷吗,1
先还你500块,借款,0
为什么显示有微粒贷，却审核不通过,我现在用紧微粒贷，额度七万多，还了四个月，从不逾期,0
你好 我要换卡怎么换 我卡掉了,换卡什么时候能好？,0
意思我消费少？,我的银行卡，每个月都一万多流水账，都没有,1
您好！为什么我刚才申请的借款失败了？审核是根据什么的？,我昨晚借款，怎么没有成功,0
为什么我微粒贷说未达到要求？请问需要什么要求？,我急一万借钱,1
提前还清欠款后可以再次借款吗,提前还款有什么好处,0
取消自动,取消关注怎么做,0
怎么样才能通过审批,如何获得审批,0
人工服务,昨天是我微粒贷的还款的日期，今天还了算逾期吗,0
建设限额,代付限额,0
怎么操作借钱的时候 显示身份信息多次不对,我刚才借款显示失败了，怎么回事？或者我应该怎么办,0
app端口登录不上，怎么回事？,今天怎么登录不上了,1
1个小时了没有消息怎么回事,借款没收到短信,1
我验证码收不到怎么办,借款时怎么老显示输入验证码，借款不成功,0
还款日凌晨,还款日什么时候,1
开不了户的原因,开户报错,1
我根本没有交通银行,用别人的银行卡借款，是不是还是我还钱,1
我的还款可能会延迟一天，提现未到账，银行卡明天才到账,延迟一天,0
联系电话是多少？,我可以打电话问么,0
可以只借几天吗,分期一定要5个月吗？,0
1万元借10天利息多少,1万一年多少利息,1
为何放款还没到,为什么未到账,1
我的电话需要怎么更改,换手机,1
微信里面没有微粒贷？？？,微信钱包里没有微粒贷，怎样申请？,1
QQ微粒贷怎么关闭,取消微粒贷申请，我只是试验一下,1
为什么有些手机有，有些没有啊,不支持安卓版本？,0
能取现吗？,可不可以取现,1
你邀请我 想贷款,公众号我申请很久 等了这么久还没有,0
解除,解绑银行卡,1
你好我刚申请了贷款的，能不能帮我取消了他,未看到申请成功，可以取消借款吗？,1
可以关了吗？,怎么关闭了我的微粒,1
更改还款卡，怎么该不了,我昨天改了还款卡啊。你们提示成功。怎么又扣之前的卡了,1
资料都是对的，怎么开不了户？,如果不开户是不是初夕红包到不了？不太会操作，过两天吧。,0
请问，为什么我登录总是显示  出错了,活期+的利润计算错误，已有几次了，为什么？,0
不用借了，谢谢,能否取消借款？,1
我想要微粒贷啊,可不可以给我一个微粒贷的名额,1
我什么时候才能申请微粒,多久开通一批名额,1
怎样才算通过审批,为什么不符合审批要求,1
就是我申请微粒代一直没下来,如何进入下一步,0
更换手机号,可以换手机号码不,1
qq上已有微粒贷，微信上怎么没有,/微笑如不何获得资格,0
刚才不好意思，未接到你们的客服电话,可以再打个电话过来确认吗？,1
额度是自动提升吗,而你能做的就是给我提高额度,1
多笔借钱利息,多笔借款利息一算吗,0
怎么样才能够把额度调高,可使用额度,0
你好你好,你好 我在贵公司使用微粒贷贷款后 现在我需要购房用住房公积金贷款 但是银行需要我出示我和贵公司的还款详情 并加盖贵公司公章 我很着急 打客服电话就一直让我等 银行这边就等着这个了 我很着急，已经的等两天了，希望快帮我解决 给我发电子文件就行 谢谢,0
名额怎么有,QQ如何获得微粒贷额度？,0
好慢啊！,现在可以扣了,0
我登录为什么登录不了，说登录失败,微众银行今天怎么总是登录失败,1
为什么提前还款老是失败,不能按时还款,0
如何调整还款日期,可以申请延迟还款日期嘛？,0
你好！我这几天每天微信都登录不上。显示网络问题，但本身网络没问题。,为什么这个软件经常用不了的，总是闪退的？？,0
北京限额,你好，我昨天申请赎回的国华月月盈是不是今天可以到账？,0
为什么没有额度！,微为什么没有额度呢,1
受邀了，为什么又看不到额度,为什么我还没额度呢,0
你们公司打电话来我没接到,为什么借款一直显示等待银行电话的确认,1
这个公众号是干什么的,我可以做一些什么金融,0
如何变换银行卡还款,还款银行卡怎么变更？,1
为什么我卡里面有钱  确显示扣款失败,不是扣款没有成功吗,1
你好，你们审核电话怎么不来？,为什么我无法通过银行审核,0
电话号码换为,如何修改电话号码,1
刚才电话没听见,审批什么时候能过,0
修改财付通电话,借款电话号变更,1
你们这个微粒贷是要达到什么标准的，为什么有人的手机微信可以，有些又不行的呢,为什么我手机没有贷款功能,1
可以退吗,取消借款，,1
你们微贷多久可以到帐,3分钟内未收到款项,0
提现,什么东西,0
微粒贷怎么在微信上和QQ上怎么找不到呀？,我是用QQ号登陆的，万一QQ号码被盗，资金安全有保障吗？,0
怎么计算利息,贷款，利息高嘛,0
/微笑，我怎么还是没有微粒贷,卡里的钱够还款的  怎么还没还款,0
何时出账单,怎么看到账单,0
为什么一进理财微众银行就自动退出,1微众银行诏,0
我扣款日期是24号，现在为什么还不能手动还款呢,为什么我按时还款后，现在说我不能贷款了,0
为什么我的没有微粒贷的？ 可以申请微粒贷的吗？,为什么我另外一个微信号，没有微粒的,1
手机号码已经更改，到无法收到验证码,验证码失效,1
开户怎么说我验证码失败,工行卡开户不成功，提示姓名、手机号和银行卡不匹配，但是同样的卡和手机号在支付宝已经使用多年,0
苹果7,手机里没有：怎么样才会有,0
微信显示我可以借钱，但总是失败,为什么可借5000却借不出来？,1
微粒贷利息是怎么样收的,微粒贷的利息是多少,1
多久才会提升额度,多久会提升,1
为什么我的看不到额度。,为什么开通了却没有额度？,0
5:何时会邀请我使用微粒贷6:没有微粒贷可以申请吗决了您的问题？,2，我可以申请微粒贷吗？,0
你好！怎么还扣款失败呢,你好 为什么这个月没有自动还款,1
未通过审批是怎么回事,未满足微众银行审批是什么意思,1
不好意思刚刚在吃饭，没有听到，在给我打个电话啊,其他时间是否为当天再次来电?,0
确认借款后未接到确认借款的客服电话,第二次借款后会有客服打电话咨询相关信息嘛,0
贷款利息,怎么记息,1
3#没有解决问题，对系统授信依据不熟悉,19点我的卡里有钱，为什么会提示还款失败？,0
人品值查询,会不会突然消失在微信里,0
100000一天多少息？,一万日息多少,1
借款资金没到,三天未到帐，请解,1
众享太平天天利这两天为什么没有利息入帐？,太平天天利赎回有限额吗？,0
今天还款失败是因为呢,今天是还款日，自动还款失败后，在0点之前还上还算不算逾期，会不会影响信用分,0
十万呢分几期,借四万怎么分期,1
不会自动还款是怎么回事,你们的原因导致无法自动还款，农行的，怎么办,1
受邀微粒贷客户偏好行为,受邀客户,1
申请了等多久电话确认啊,一般多久来电话确认,1
5000日息0、05也就是多少钱,一万块一天多少利息,1
今天早上的时候因为我卡里不够钱了，所以还款失败了,“还款失败，个人信息与银行预留信息不符” 我刚才还过一笔钱，第二笔提示失败。,0
上次借款 分六期 这次还能在借款么,一笔没还完，再借剩下的可用额度可以吗,1
你好，我想关闭账户，要怎样办理？,银行卡手机收不到短信,0
一天没收到电话,15分钟内没有接到电话,1
提前还款了还可以在贷不,我的微粒贷还款都是提前还清的，现在借款老是不能通过,1
贷款银行电话确定,银行电话确认,1
我怎么登录不上了,"我已经重新下载App,安装以后，仍然无法登陆。",1
如何更改验证手机号？,我想更换手机号,1
什么原因会造成评估不通过了，页面又有这个东西，又不让通过。,为什么我的微粒贷显示综合评估未通过,1
9000元分20个月，一月多少钱,一次性还清后额度会马上回复吗？,0
怎么还是没微粒贷的入口,我微信钱包里怎么没微粒贷的入口？,1
为什么我借款它显示，身份信息多次输入错误，不能借款，但是我没有输错呀,输入信息错误过多借不了款 是什么原因,1
估计我们缘份还要等多久,他说正在等待电话什么时候打来,1
为什么现在不能用,借款,0
我是刚申请的，现在要求取消,我如果现在不借了在么取消了,1
取消借款在哪里,不好意思，好玩。不需借款。请取消,1
我在19:43申请的什么时候会来电话,银行电话什么时间来,1
借款绑定的银行卡可以是他人的卡么。,绑定的银行卡9号办不了业务,0
为什么我的流水这么大 还没有额度,为什么我提前还款了，额度没有增加呢！,0
近期的还款记录,现实暂时没有借款记录,0
你好，还款是几号到几号,什么时间扣款,0
可惜我没有,QQ用了十几年，花销无数，微粒贷没资格，支付宝用3年，什么额度都来了，呵,0
借款期限 怎么计息,借款期限最短是多长时间,1
那要怎样操作,这个怎么用,1
我前天申请19000，分五个月利息是八百多。今天同样申请怎么要1126呢？,电话号码,0
为什么没通过,为啥我的综合评分未通过,1
怎么开不了户了,干嘛开户一直失败,1
我需要开具结清证明,今天还清了。可以马上再申请不？,0
实名认证,提交申请后未收到银行信息,0
什么时候邀请我用微粒贷,如何开通,0
请问最高可以贷款多少钱,最多能借多少,1
不能输入借款数字,不款后额度如何恢,0
提醒验证码输入过多，该怎么办？,收到验证码后闪退,0
微粒贷业务开通,我可以注册微粒贷吗3,1
综合评估指哪些,怎么通过综合评价？,0
为什么我这里显示综合评估未通过，,为什么我微粒贷申请未通过？,0
成功开通借款，但目前还不需要如何取消,怎么取消可借款额度显示,0
什么提升额度,就是现在已经是最高额度了么？,0
你好，我想提高我的信用额度到3万可以吗？,临时提额,0
等待电话确认,你好，审核需要多久？,0
逾期了怎么办,我有逾期过怎么办,1
未满足条件是什么原,页面显示我未满足条件怎么办,0
以前我是用的建设银行，现在换成农业银行的,你好我想更还银行卡,0
为什么微信无法登录,一直登录不上,1
你好！ 我卡中有钱啊。怎么还不了呢,为什么没有扣钱,1
借款多少时间放款,不好意思又没接到,0
不是微粒贷邀请客人怎么开通,一般邀请那些客户？,0
我扣款日期是24号，现在为什么还不能手动还款呢,为何我多次借款都正常还款，现在有额度确不能使用?,0
电话确认一般要多久啊,上午申请的 现在还没有来电,0
一次性还完借款后能不能再借,不分期还，一次性还利息怎么算？,0
2天逾期会怎么样,借款,0
从哪里进去贷款,qq.微粒贷在哪看,0
那我怎么开通不了,人工服务怎么联系,0
什么时候可以第二次借款,借完多久可以再借,0
如何改卡还款,我昨天改了还款卡啊。你们提示成功。怎么又扣之前的卡了,1
.还款,为何还不了,0
支持建设银行卡贷款吗,支持的银行卡有哪些,1
你好我卡上余额有超过113.95元怎么还款失败？,你好！为何还是还款失败呢,1
刚刚给我打电话没有接到,可以再次致电给我了，谢谢,0
微粒贷微信和QQ是共享的吗,QQ入口,0
我的账户什么时候扣款呢？,还款日分几点扣款,1
还没有电话联系我呢,他的电话什么时候打来,1
您好，我的还款日已到为什么没有自动扣款呢？,您好。早上扣款没有成功但是17点之前已经存款。为什么没有扣除,1
你好，到我咨询了吗,3月1号借的，4月1号没还上会怎么样,0
我的微粒贷怎么消失了,为啥我的入口不见了,1
怎么换邦定的卡,如何重新绑定还款卡,1
为什么重重复复输验证码及支付密码,为什么有个朋友想借钱总是重复提示输入支付密码和验证码,1
为什么作业我不能手动还款,不能按时还款怎么办？,0
你好，微粒货借款还的期限是多久？,你好！我想知道我贷的款得几个月还清呀,0
已存入扣款账户，请扣还款,如果微粒贷自动扣款后，卡里余额不足，当天往卡里存了钱后，还会自动扣款吗,0
微粒代利息多少,10000元一天换多少,1
借贷结清证明,还清之后还会再扣款吗？,0
一直没有打电话呀？,一般审核多久？,0
我用其他银行卡怎么还款？,其他银行卡怎么还款,1
想成为微粒客户,获取验证吗，怎么查预留手机号码,0
如何能降低微粒贷的额度？,过了还款期，以后贷款额度会降低吗,0
在 我操作微信贷款的时候，预留的手机号已经停止使用了。,如果借款没有消费是不是就不用还款了,0
电话确认可不可以取消,借款确认电话没接到是否可以取消借款,1
开通下微粒贷好吗,就告诉我咋个开通,0
怎么还登陆不上？,想问下今天微银怎么登录不了啊,1
还款日都是固定在每个月的21号吗？,还款周期是多久,0
10000的话日利息是多少？,0.051万块钱，一个月是500块钱的利息吗？,0
如何提高借款额,如果我借款1万。用两个月。有多少利,0
如何修改电话号码,手机号码已换,1
怎么我微信红包没微粒代呢？,为什么我点击钱包没有微粒贷入口,1
我取消对你关注,通知,0
为什么我申请微粒货不通过,不给我开微粒贷，以后别想我再用一分钱,0
开通了没额度什么意思,借钱10000分10期一共要还多少,0
我之前借款绑定的银行卡掉了，现在外地，手机号码也换了。可不可以解除之前绑定的银行卡,怎么解邦银行卡，再从新邦定,1
身份证输入错误多次，不能借钱,错误次数多，无法借款,1
我微信每个月交易几万怎么没有,zenm怎么获得资格,0
10000万一天是50元利息是不是,10000借一年怎么计算,0
还款后不能再次借款吗？,还款进去了，就不能再取点出来了嘛,1
如何查询还款日,如何知道是否用于购房什么的消,0
逾期一个月不还款怎么办,是否已经还清欠款,0
怎样替换还款卡,我想问下，我现在想还一部分钱，是怎么还的，因为我只看到一次还清的而已,0
如果贷款是500，那么利息是多少,计息,1
为什么综合评分不能过?,为啥会说我评分不足,1
有结清证明吗,还款证明,1
可不可以取现,申请借款能取消吗？,0
分期后提前还款还要利息么？,你好我想问下微信钱包借钱后可以一次性提前还清吗,0
(⊙o⊙)啥？时候能开,为什么我没有那个人口,1
QQ和微信是一个银行借钱口吗,为什么微信上面有微粒贷图标，怎么QQ上面没显示了？,1
还没接到电话确认,我申请了多久联系我,1
100000每日利息是多少啊,22000按百分之十五的利率一天是多少钱,1
取消帐户怎么办理,如何注销账号,1
1.如何获得微粒贷资格,3，资格,1
解除,怎么样解绑银行卡？,1
我是与人工联系了的，说是我提出申请可以提供结清证明,结清证明进度,1
定期存款和实体银行是否一样，购买后在哪里显示有没有保障,请问定期存款如何提前支取,0
为什么我的综合评分未通过,为什么微粒贷显示未通过,1
不想借款取消申请,刚才只是想点一下看看  可不可以取消贷款,1
1天又几个时间段可以还款？,昨天是还款日，上午9点卡上有钱了，怎么没扣款？昨天还特意问了客服，说会扣的,0
转出失败,活期+转出失败,1
预留手机号码不正确,我的电话需要怎么更改,1
你好我的钱你那边扣了这个月的还款了没有？,还款卡上用钱了，可以扣了,0
为什么我的身份验证不了,授权身份验证,0
本来分10个月还的，我7天能全部还清吗？,是不是还清了才能借,0
咋样可以开通,咋样开启,1
我想问一下 如果我只借三五天 怎么算利息,例如借3000元，日息是1.5元吗,1
怎样一次还清贷款没有提示和电话,您好！借款成功有信息通知吗？,0
6号到了怎么没扣款？,一般什么情况下卡里有钱会扣款失败？,0
一般网申请确认后多久给我打电话,快点来电,1
为什么电话这么久等,客服电话,0
微粒贷非首次借款的还款日,多长时间还款,1
打印流水,消费功能,0
几时可以还款的吗,还款之日什么时候,1
如何申请提前还款,如何一个月还清,1
15日晚一点还款行不行,10个月还,0
猜金价活动奖品什么时候能领到？,小WE啊....啥时候出存钱罐的活动呀,0
金额限制是多少,你好，我昨天申请赎回的国华月月盈是不是今天可以到账？,0
2如何代款,你好请问怎样申请贷款啊,1
银行卡没有借钱提示,没有认何提示,1
绑定的银行卡没有了,我要修改绑定银行卡,0
彻底取消微利贷,取消我的借钱单子,0
可以取消借款申请吗,我可以取消借贷,1
借贷多久有结果,借款成功查询,0
腾讯公司灭亡,你们腾讯建立多少年,0
最近几天微信及qq都无法登陆银行啊！有其它办法登陆吗？,无法登录，请问？,1
取消微粒贷,多久没电话取消,0
微粒贷利益是多少？,借一万块钱，每天日利息多少,1
是不是苹果手机不能申请,苹果手机申请以后会有微粒贷吗？,1
如何更改还款帐号,如何修改还款卡号,1
卡号变更了 更换了银行卡怎么处理？ 换卡,换卡不到,0
客服电话,联系电话是多少？,1
关闭微粒贷怎么操作,如何关闭微粒贷账户,1
请问，提前还款的话，利息是计算借款日到现在的时间，还是当初约定的时间？,没到时间还钱了还收利息吗？,1
我有微粒贷也不能借钱,借钱借不了,1
可以贷款,我想贷款,1
31号借款也是按照之前还款日5号还吗,一起全部还清,0
就是这个微信上的微粒贷没有了？,为啥我的入口不见了,1
你好！为何还是还款失败呢,不能一次还款吗,0
个人可以申请借款吗,你这银行能贷款吗？,1
为什么审核不同意,什么时候拿到钱,0
5月8号还款 今天9号了怎么还没扣款,17点之前没有扣除呀,1
怎么个贷,开通微利贷,0
你好，如何更换绑定的银行卡,可以绑定我的新卡嘛,1
还款日凌晨,还款时间,1
'亲亲。求开通,开通业务,1
我没接到电话。,我都没有接到电话。哪来的不接电话？,0
快点发红包吧。不然我删除你这个公众号。,我这没有显示微粒贷图标，请问什么时候可以有？,0
用零钱可以还款吗,为什么零钱不能还,1
为什么显示未满足要求呢,为什么未完成银行审批,1
一般多久客户会打电话核实,一般多长时间银行回会打电话,1
